"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(AVAX)","Value_OUT(AVAX)","CurrentValue @ $37.1145877926164/AVAX","TxnFee(AVAX)","TxnFee(USD)","Historical $Price/AVAX","Status","ErrCode","Method"
"0xed7786e14f3bc0dff024523bd8037d622c61d13218c768750b46647e291829bf","32347574","1688841078","2023-07-08 18:31:18","0xe589e0e8927eaa54b52648fe07bfe8ff3fd08857","0x47c884609642d25e916c23815a0a8a0704728c47","","0.060798617195050216","0","2.25651561555537","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x57b9ed5445688bd2a7ea08a19e5ceb7eb46e7823e9b9a8eefc28b789679e5b37","32347574","1688841078","2023-07-08 18:31:18","0x581bf0f801465c6dd912eecae87cecdfcc2de000","0x47c884609642d25e916c23815a0a8a0704728c47","","0.002085424747268066","0","0.0773996798673755","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x5c75247d79d3bdb769e82f5bfc4b3e749202b715c5d1584c4fbc0401eae9438c","32347574","1688841078","2023-07-08 18:31:18","0x6a231c8d744974ec6fe42a8cc4604e708bb390ce","0x47c884609642d25e916c23815a0a8a0704728c47","","0.14190234797258626","0","5.26664715180695","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xbd22fd6f1d509d4c978ef8fec93b9b09042496f0ada5fcd8dad7db918da3cbf0","32347574","1688841078","2023-07-08 18:31:18","0x9a0f7a9188b70a319d8cd3def78f197b1e56902e","0x47c884609642d25e916c23815a0a8a0704728c47","","0.04887870516041389","0","1.81411299386559","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x8f192ab59b14ceddd7dfaca8ae1a9ba3f7376427d37a0d23f011da66b8377d9d","32347577","1688841084","2023-07-08 18:31:24","0x50aaa23608a5b6fe07bca133056463169d16a0d8","0x47c884609642d25e916c23815a0a8a0704728c47","","0.10900185243045427","0","4.04555882158791","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x14d7c52fcc9f0695a1af06144a8d5db24cc4e1983ec7d288c2a9520a4a3ed020","32347577","1688841084","2023-07-08 18:31:24","0xa7a9160bf5a39f699974bd12854454747ea06018","0x47c884609642d25e916c23815a0a8a0704728c47","","0.04768508517935488","0","1.76981228028756","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xb44c60c282b7f051a27b2c6081fe40cb1e4f8fbcd372bc15a94ebc8595768da1","32347577","1688841084","2023-07-08 18:31:24","0x3c4024993196c2db496ab8889b1eb31ebd4a3490","0x47c884609642d25e916c23815a0a8a0704728c47","","0.08228483097535434","0","3.05396758323539","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x09c3c3e982e0176ac0e5305dcf51fb006ce3da2c663cb70d61d7702382d320ed","32347577","1688841084","2023-07-08 18:31:24","0x61afd057947e295cc23d6b6623ca07d670ca951d","0x47c884609642d25e916c23815a0a8a0704728c47","","0.001113818906086187","0","0.0413389295750117","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x2f4f3345a2cd70f72e2332cfe094cbe30316e95b8b287cb06c024228f85f1c20","32347577","1688841084","2023-07-08 18:31:24","0x0ab8623bd90ee06367c8cd0a82ff8e8ddfd3f450","0x47c884609642d25e916c23815a0a8a0704728c47","","0.017611948154078676","0","0.653660195963561","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x1ba03c750d81c9d72eab4f1f20945b52d6df975542bd24f4b913b0d165743e15","32347577","1688841084","2023-07-08 18:31:24","0x792a716753ecb67dce1e83a0617ae2d6c5ab561a","0x47c884609642d25e916c23815a0a8a0704728c47","","0.06767252792458808","0","2.51163797880541","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x42b89a2862f6dae2b4552eaed8c8fcc616998cf431292630ea1a9fb4f186698d","32347577","1688841084","2023-07-08 18:31:24","0xdadc3aa07f2bc93404b9732a98b9cdf7c52f8f33","0x47c884609642d25e916c23815a0a8a0704728c47","","0.005344796214462518","0","0.198369908335313","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x525b0f1e83d0089ca7ec25418b0539bd14c29e5487ccebbc801f19d2fe891751","32347577","1688841084","2023-07-08 18:31:24","0xd20b06ceb1e7957c1e340da1f1175660d00b6192","0x47c884609642d25e916c23815a0a8a0704728c47","","0.023195553089677268","0","0.860893391545121","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xb60027a3748c0fff06760dd8095a70e6cb4299c6955a624a00028eb01bc44774","32347577","1688841084","2023-07-08 18:31:24","0xaaeadbf890a6848b9731c6d1e6455ab7b409f219","0x47c884609642d25e916c23815a0a8a0704728c47","","0.063167689680542216","0","2.34444276430523","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x39c35c67653558ca748322760b90819c0afecfaab5e93d96469b479b3e0c7bc4","32347577","1688841084","2023-07-08 18:31:24","0x08e28ab045a8ec9b0a11916173643ad03b5b30da","0x47c884609642d25e916c23815a0a8a0704728c47","","0.090171782687884","0","3.3466885449862","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x1b919af311653ef3bd55ebfcdc31f02b7d549a3329ae9c2f05d5569150509ffb","32347577","1688841084","2023-07-08 18:31:24","0x509451712f5d7a235f005839145d1ddde3f2f2bb","0x47c884609642d25e916c23815a0a8a0704728c47","","0.021272950003329656","0","0.789536770506518","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x401fb74de4ccde45feaceadc72c3783053d76fc003df7e9f7beb867481e648bb","32347577","1688841084","2023-07-08 18:31:24","0xcf293b830292b2a7d2eaf54c33b770906b2c6ecb","0x47c884609642d25e916c23815a0a8a0704728c47","","0.008600232361583064","0","0.319194079020875","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x7f641d98b23ab1ea2f8c3ee5ead7d7ff0622173373c91ef8c6a5e4d21cfad4de","32347577","1688841084","2023-07-08 18:31:24","0x5445da3164dcade1b54a3b18249e6a6ea8916eb9","0x47c884609642d25e916c23815a0a8a0704728c47","","0.051789700591434136","0","1.9221533893541","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x7912235e788f9dedcc07cbc066ee257548c5f0d0fafc52e9430c59bc042436db","32347578","1688841086","2023-07-08 18:31:26","0x0a19de0449626e677596ae6160f10fb4c606923d","0x47c884609642d25e916c23815a0a8a0704728c47","","0.05349871185411813","0","1.98558263790155","0.0005775","0.021433674450236","13.64","","","Transfer"
"0xd7aa865bb7044a22c50698429e9cf45822c15c225ad73c38fe79b8911a78878e","32347578","1688841086","2023-07-08 18:31:26","0xdc4f368e573885e84b52610da946d603e5529c69","0x47c884609642d25e916c23815a0a8a0704728c47","","0.10560797791691947","0","3.9195965679982","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x9bf9b934693d0f1af80d1aad4268e5e79317173fe2a2a3ad835e07c7f5a47142","32347581","1688841092","2023-07-08 18:31:32","0xfdaa6b16e9ac39f098e3befcb1f1210b91e7dc9f","0x47c884609642d25e916c23815a0a8a0704728c47","","0.024139302578258704","0","0.895920264793314","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x26432d097f14d83dfa41ffe01f4fc5f6498de79a9d2e5dee0c8fcaf819cd4ce0","32347581","1688841092","2023-07-08 18:31:32","0xe5ebdab7b9d53e1331af5a3b1d5d0ef2a3ad46a2","0x47c884609642d25e916c23815a0a8a0704728c47","","0.014449907621583038","0","0.53630236501644","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x0e7edfcf5e2c874cc961f40af3edd6bbd65cee8b8605484988347da53c271d9b","32347581","1688841092","2023-07-08 18:31:32","0xcf362ec22cac5e8798c3caf3dd4395dd113df2f1","0x47c884609642d25e916c23815a0a8a0704728c47","","0.11100238705109314","0","4.11980783939778","0.0005775","0.021433674450236","13.64","","","Transfer"
"0x6a3e17301f3b067d1c9006836dd24684d7401772869b472f7338cf78251495a6","32347581","1688841092","2023-07-08 18:31:32","0x143f64799334299a03cdbe9d0e2b64623a96f056","0x47c884609642d25e916c23815a0a8a0704728c47","","0.0037925","0","0.140757074203498","0.0005775","0.021433674450236","13.64","","","Transfer"
